,FA-DOMID,FA-PDBID,FA-PDBREG,FA-UNIID,FA-UNIREG,SF-DOMID,SF-PDBID,SF-PDBREG,SF-UNIID,SF-UNIREG,TP,CL,CF,SF,FA
22219,8068063,5NEM,3:1-220,Q6ZZ87,505-724,8068064,5NEM,3:41-220,Q6ZZ87,545-724,1,1000001,2000578,3000918,4003466
22220,8068065,5NE4,3:1-219,Q7TD07,505-723,8068066,5NE4,3:41-219,Q7TD07,545-723,1,1000001,2000578,3000918,4003466
22221,8068067,5AC9,3:1-220,Q6PMW3,505-724,8068068,5AC9,3:41-220,Q6PMW3,545-724,1,1000001,2000578,3000918,4003466
22222,8068071,5AOO,C:1-220,O91464,541-760,8068072,5AOO,C:41-220,O91464,581-760,1,1000001,2000578,3000918,4003466
22223,8068073,4IV1,C:1-221,Q6PN23,505-725,8068074,4IV1,C:41-221,Q6PN23,545-725,1,1000001,2000578,3000918,4003466
22224,8068075,1ZBA,3:1-221,P03306,505-725,8068076,1ZBA,3:41-221,P03306,545-725,1,1000001,2000578,3000918,4003466
22225,8068077,1QGC,3:1-220,P03311,505-723,8068078,1QGC,3:42-220,P03311,546-723,1,1000001,2000578,3000918,4003466
22226,8071524,5ACA,3:1-222,Q1L764,305-526,8071525,5ACA,3:41-222,Q1L764,345-526,1,1000001,2000578,3000918,4003466
22227,8071526,2WZR,3:1-221,Q6PMU1,504-724,8071527,2WZR,3:41-221,Q6PMU1,544-724,1,1000001,2000578,3000918,4003466
22228,8071746,2IZW,A:58-235,Q9E962,58-235,8071747,2IZW,A:58-235,Q9E962,58-235,1,1000001,2000578,3000918,4003478
22229,8071983,4FTE,B:53-382,P12870,53-382,8071984,4FTE,B:53-382,P12870,53-382,1,1000001,2000578,3000918,4003472
22230,8071985,1F8V,C:51-361,Q9J7Z0,51-361,8071986,1F8V,C:51-361,Q9J7Z0,51-361,1,1000001,2000578,3000918,4003472
22231,8071987,3ZX8,A:81-246,P06663,81-246,8071988,3ZX8,A:81-246,P06663,81-246,1,1000001,2000578,3000918,4003478
22232,8076882,4LLF,A:92-261,P15183,92-261,8076883,4LLF,A:92-261,P15183,92-261,1,1000001,2000578,3000918,4003478
22233,8076959,5A8F,B:44-232,E3TMG9,458-646,8076960,5A8F,B:44-232,E3TMG9,458-646,1,1000001,2000578,3000918,4003466
22234,8077348,3JB4,B:37-258,Q8JV21,37-258,8077349,3JB4,B:82-247,Q8JV21,82-247,1,1000001,2000578,3000918,4003466
22235,8077430,3EPD,1:24-302,A0A0B6VQW0,43-321,8077431,3EPD,1:74-278,A0A0B6VQW0,93-297,1,1000001,2000578,3000918,4003466
22236,8077432,6AJ0,A:1-289,A0A097F8Q2,565-853,8077433,6AJ0,A:56-257,A0A097F8Q2,620-821,1,1000001,2000578,3000918,4003466
22237,8077434,6AKS,A:2-297,W0G0K3,2-297,8077435,6AKS,A:77-268,W0G0K3,77-268,1,1000001,2000578,3000918,4003466
22238,8077436,5C8C,A:1-297,Q9QF31,566-862,8077437,5C8C,A:77-269,Q9QF31,642-834,1,1000001,2000578,3000918,4003466
22239,8077438,4N53,A:1-297,S5QA87,1-297,8077439,4N53,A:77-269,S5QA87,77-269,1,1000001,2000578,3000918,4003466
22240,8085523,3S6P,A:47-575,Q82462,47-575,8085524,3S6P,A:47-575,Q82462,47-575,1,1000001,2000578,3000918,4000809
22241,8088842,4V99,A4:54-238,P89036,54-238,8088843,4V99,A4:54-238,P89036,54-238,1,1000001,2000578,3000918,4003478
22242,8089351,1WCE,F:1-436,P15480,1-436,8089352,1WCE,F:203-339,P15480,203-339,1,1000001,2000578,3000918,4001636
22243,8089353,2GSY,A:8-440,P61825,8-440,8089354,2GSY,A:203-339,P61825,203-339,1,1000001,2000578,3000918,4001636
22244,8089355,3IDE,A:6-428,Q703G9,6-428,8089356,3IDE,A:201-340,Q703G9,201-340,1,1000001,2000578,3000918,4001636
22245,8027323,2DF7,A:11-429,Q9WR38,11-429,8089990,2DF7,"A:36-181,A:340-377",Q9WR38,"36-181,340-377",1,1000001,2000578,3000918,4001636
22246,8089351,1WCE,F:1-436,P15480,1-436,8089991,1WCE,"F:36-181,F:340-377",P15480,"36-181,340-377",1,1000001,2000578,3000918,4001636
22247,8089353,2GSY,A:8-440,P61825,8-440,8089992,2GSY,"A:36-181,A:340-377",P61825,"36-181,340-377",1,1000001,2000578,3000918,4001636
22248,8089355,3IDE,A:6-428,Q703G9,6-428,8089993,3IDE,"A:32-178,A:341-378",Q703G9,"32-178,341-378",1,1000001,2000578,3000918,4001636
22249,8050385,5J37,C:42-247,A0A023R6W2,42-247,8091683,5J37,C:42-247,A0A023R6W2,42-247,1,1000001,2000578,3000918,4006869
22250,8050386,3R0R,A:37-226,Q805N7,42-231,8091684,3R0R,A:37-226,Q805N7,42-231,1,1000001,2000578,3000918,4006869
22251,8050388,3JCI,A:42-231,Q8B980,42-231,8091686,3JCI,A:42-231,Q8B980,42-231,1,1000001,2000578,3000918,4006869
22252,8051124,5EWN,B:80-411,Q82452,80-411,8091687,5EWN,B:80-264,Q82452,80-264,1,1000001,2000578,3000918,4007207
22253,8051125,5IBV,A:77-412,Q9IFX1,77-412,8091688,5IBV,A:77-264,Q9IFX1,77-264,1,1000001,2000578,3000918,4007207
22254,8058594,6DZU,A1:43-231,G0ZPJ2,43-231,8091692,6DZU,A1:43-231,G0ZPJ2,43-231,1,1000001,2000578,3000918,4006869
22255,8093109,3HAG,A:118-459,Q9IVZ8,130-471,8093110,3HAG,A:131-317,Q9IVZ8,143-329,1,1000001,2000578,3000918,4007793
22256,8093113,2ZTN,A:129-459,Q1AHU7,129-459,8093114,2ZTN,A:129-317,Q1AHU7,129-317,1,1000001,2000578,3000918,4007793
22257,8093117,2ZZQ,A:118-459,P29326,118-459,8093118,2ZZQ,A:131-317,P29326,131-317,1,1000001,2000578,3000918,4007793
22258,8093121,3IYO,D:118-459,Q1AHV0,118-459,8093122,3IYO,D:131-317,Q1AHV0,131-317,1,1000001,2000578,3000918,4007793
22259,8021330,2CZR,A:1-218,Q9V2W6,1-218,8033710,2CZR,A:1-218,Q9V2W6,1-218,1,1000002,2000077,3001018,4002266
22260,8045154,2HL7,A:1-78,Q9I3N0,21-98,8056999,2HL7,A:1-78,Q9I3N0,21-98,1,1000000,2000157,3002377,4004325
22261,8057000,2KW0,A:19-99,A0A140N7E0,19-99,8057001,2KW0,A:19-99,A0A140N7E0,19-99,1,1000000,2000157,3002377,4004325
22262,8029451,2GF4,A:1-89,Q9HQM9,1-89,8041830,2GF4,A:1-89,Q9HQM9,1-89,1,1000000,2000831,3001019,4001188
22263,8024620,1JG5,A:1-83,P70552,2-84,8036999,1JG5,A:1-83,P70552,2-84,1,1000003,2000579,3000919,4003468
22264,8019820,1IYC,A:1-36,Q86SC0,29-64,8032200,1IYC,A:1-36,Q86SC0,29-64,1,1000004,2000645,3001020,4003859
22265,8026608,1DQC,A:1-73,P91818,23-95,8038987,1DQC,A:1-73,P91818,23-95,1,1000004,2000645,3001020,4003539
22266,8021047,1HYW,A:1-58,P68660,1-58,8033427,1HYW,A:1-58,P68660,1-58,1,1000003,2000582,3000920,4003467
22267,8045155,4OM3,B:20-131,Q04724,20-131,8057002,4OM3,B:20-131,Q04724,20-131,3,1000000,2000962,3002378,4004326
22268,8025806,2BJQ,A:175-344,Q7YXK2,175-344,8038185,2BJQ,A:175-344,Q7YXK2,175-344,1,1000001,2000647,3001021,4002264
22269,8025809,2BJQ,A:5-174,Q7YXK2,5-174,8038188,2BJQ,A:5-174,Q7YXK2,5-174,1,1000001,2000647,3001021,4002264
22270,8025812,2BJR,A:6-184,Q7YXJ9,6-184,8038191,2BJR,A:6-184,Q7YXJ9,6-184,1,1000001,2000647,3001021,4002264
22271,8025815,2BJR,A:185-368,Q7YXJ9,185-368,8038194,2BJR,A:185-368,Q7YXJ9,185-368,1,1000001,2000647,3001021,4002264
22272,8022067,2I9X,A:1-84,Q8CML1,1-84,8034447,2I9X,A:1-84,Q8CML1,1-84,1,1000003,2000580,3000921,4002182
22273,8022073,2IA9,A:1-92,P28015,1-92,8034453,2IA9,A:1-92,P28015,1-92,1,1000003,2000580,3000921,4002182
22274,8045169,4O2H,B:3-138,B4EMD1,3-138,8057031,4O2H,B:3-138,B4EMD1,3-138,1,1000003,2001399,3002380,4004335
22275,8045166,1X0T,A:4-109,O59248,4-109,8057022,1X0T,A:4-57,O59248,4-57,1,1000000,2000036,3002379,4004333
22276,8045167,2KI7,B:9-105,Q8U0H6,9-105,8057024,2KI7,B:9-52,Q8U0H6,9-52,1,1000000,2000036,3002379,4004333
22277,8030264,1JK4,A:7-85,P01180,38-116,8042643,1JK4,A:7-85,P01180,38-116,1,1000001,2000646,3001022,4002267
22278,8070324,1L5C,A:1-92,P01175,32-123,8070325,1L5C,A:1-92,P01175,32-123,1,1000001,2000646,3001022,4002267
22279,8027308,1IRX,A:320-523,O57963,320-523,8039687,1IRX,A:320-523,O57963,320-523,1,1000000,2000581,3000922,4001958
22280,8030186,1J09,A:306-468,P27000,306-468,8042565,1J09,A:306-468,P27000,306-468,1,1000000,2000581,3000922,4001149
22281,8045175,2MVN,A:153-192,P29692,153-192,8057034,2MVN,A:153-192,P29692,153-192,4,1000004,2001271,3002381,4004338
22282,8023689,1J2L,A:1-68,P21859,1-68,8036069,1J2L,A:1-68,P21859,1-68,1,1000004,2000583,3000923,4003471
22283,8023820,1L3X,A:1-73,Q90WC0,245-317,8036200,1L3X,A:1-73,Q90WC0,245-317,1,1000004,2000583,3000923,4003471
22284,8026493,2ECH,A:1-49,P17347,1-49,8038872,2ECH,A:1-49,P17347,1-49,1,1000004,2000583,3000923,4003471
22285,8027767,1TEJ,A:2-63,P0C6B4,1-62,8040146,1TEJ,A:2-63,P0C6B4,1-62,1,1000004,2000583,3000923,4003471
22286,8031364,1MPZ,A:1-41,P83469,1-41,8043742,1MPZ,A:1-41,P83469,1-41,1,1000004,2000583,3000923,4003471
22287,8031689,1N4Y,A:1-68,P30403,408-475,8044067,1N4Y,A:1-68,P30403,408-475,1,1000004,2000583,3000923,4003471
22288,8046016,2M2F,A:1-62,P78536,581-642,8092646,2M2F,A:1-62,P78536,581-642,1,1000004,2000583,3000923,4004824
22289,8001493,1GPJ,A:1-404,Q9UXR8,1-404,8001497,1GPJ,A:3-71,Q9UXR8,3-71,1,1000003,2000648,3001023,4000132
22290,8020949,1WVN,A:5-74,Q15365,279-348,8033329,1WVN,A:5-74,Q15365,279-348,1,1000003,2000648,3001023,4001190
22291,8021144,2BA0,A:136-219,O29758,136-219,8033524,2BA0,A:136-219,O29758,136-219,1,1000003,2000648,3001023,4001190
22292,8021230,1X4M,A:8-88,Q91WJ8,175-255,8033610,1X4M,A:8-88,Q91WJ8,175-255,1,1000003,2000648,3001023,4001190
22293,8022277,2JA9,A:152-236,Q08285,152-236,8034657,2JA9,A:152-236,Q08285,152-236,1,1000003,2000648,3001023,4001190
22294,8022304,2JE6,I:153-221,Q9UXC4,153-221,8034684,2JE6,I:153-221,Q9UXC4,153-221,1,1000003,2000648,3001023,4001190
22295,8022420,2NN6,G:195-274,Q9NQT5,196-275,8034800,2NN6,G:195-274,Q9NQT5,196-275,1,1000003,2000648,3001023,4001190
22296,8022426,2NN6,H:168-293,Q13868,168-293,8034806,2NN6,H:168-293,Q13868,168-293,1,1000003,2000648,3001023,4001190
22297,8022721,1DTJ,A:5-77,Q9UNW9,406-478,8035101,1DTJ,A:5-77,Q9UNW9,406-478,1,1000003,2000648,3001023,4001190
22298,8022727,2FMR,A:1-65,Q06787,216-280,8035107,2FMR,A:1-65,Q06787,216-280,1,1000003,2000648,3001023,4001190
22299,8022728,1DT4,A:5-76,P51513,421-492,8035108,1DT4,A:5-76,P51513,421-492,1,1000003,2000648,3001023,4001190
22300,8024077,1ZZK,A:11-85,P61978,385-459,8036456,1ZZK,A:11-85,P61978,385-459,1,1000003,2000648,3001023,4001190
22301,8025095,2AXY,A:11-81,Q15366,11-81,8037474,2AXY,A:11-81,Q15366,11-81,1,1000003,2000648,3001023,4001190
22302,8025333,1K1G,A:134-255,Q15637,134-255,8037712,1K1G,A:134-255,Q15637,134-255,1,1000003,2000648,3001023,4001190
22303,8025654,2Z0S,A:148-234,Q9YC02,148-234,8038033,2Z0S,A:148-234,Q9YC02,148-234,1,1000003,2000648,3001023,4001190
22304,8025923,2BL5,A:1-134,Q32NN2,82-215,8038302,2BL5,A:1-134,Q32NN2,82-215,1,1000003,2000648,3001023,4001190
22305,8026800,2CPQ,A:212-289,P51114,212-289,8039179,2CPQ,A:212-289,P51114,212-289,1,1000003,2000648,3001023,4001190
22306,8026909,2CTF,A:8-96,Q00341,346-434,8039288,2CTF,A:8-96,Q00341,346-434,1,1000003,2000648,3001023,4001190
22307,8027451,1J4W,A:5-74,Q96AE4,278-347,8039830,1J4W,A:5-74,Q96AE4,278-347,1,1000003,2000648,3001023,4001190
22308,8027452,1J4W,A:104-174,Q96AE4,377-447,8039831,1J4W,A:104-174,Q96AE4,377-447,1,1000003,2000648,3001023,4001190
22309,8028058,1TUA,A:1-84,Q9YE16,6-89,8040437,1TUA,A:1-84,Q9YE16,6-89,1,1000003,2000648,3001023,4001190
22310,8028060,1TUA,A:85-188,Q9YE16,90-193,8040439,1TUA,A:85-188,Q9YE16,90-193,1,1000003,2000648,3001023,4001190
22311,8031068,1WE8,A:8-98,Q80VL1,118-208,8043446,1WE8,A:8-98,Q80VL1,118-208,1,1000003,2000648,3001023,4001190
22312,8044716,3V69,A:2-117,Q9CWU5,2-117,8052235,3V69,A:41-117,Q9CWU5,41-117,1,1000003,2000648,3001023,4004097
22313,8052678,4JVH,A:59-204,Q96PU8,59-204,8052680,4JVH,A:81-184,Q96PU8,81-184,1,1000003,2000648,3001023,4001190
22314,8045248,5ELT,B:50-156,O75525,50-156,8089874,5ELT,B:50-156,O75525,50-156,1,1000003,2000648,3001023,4001190
22315,8089293,4N7R,B:95-520,P42804,95-520,8091366,4N7R,B:95-173,P42804,95-173,1,1000003,2000648,3001023,4000132
22316,8045177,2K87,A:1-116,P0C6U8,1883-1998,8057035,2K87,A:1-116,P0C6U8,1883-1998,1,1000002,2001400,3002382,4004340
22317,8029013,1VKM,A:1-284,Q9X1H5,1-284,8041392,1VKM,A:1-284,Q9X1H5,1-284,1,1000002,2000585,3000924,4002186
22318,8026013,2SQC,"A:8-36,A:308-630",P33247,"8-36,308-630",8038392,2SQC,"A:8-36,A:308-630",P33247,"8-36,308-630",1,1000000,2000619,3001024,4001191
22319,8026015,2SQC,A:37-307,P33247,37-307,8038394,2SQC,A:37-307,P33247,37-307,1,1000000,2000619,3001024,4001191
22320,8026028,1D8D,B:17-423,Q02293,17-423,8038407,1D8D,B:17-423,Q02293,17-423,1,1000000,2000619,3001024,4001193
22321,8026035,1C3D,A:2-294,P01024,995-1287,8038414,1C3D,A:2-294,P01024,995-1287,1,1000000,2000619,3001024,4001197
22322,8026037,1QQF,A:1010-1286,P01026,1010-1286,8038416,1QQF,A:1010-1286,P01026,1010-1286,1,1000000,2000619,3001024,4001197
22323,8028496,3DSS,B:7-331,Q08603,7-331,8040875,3DSS,B:7-331,Q08603,7-331,1,1000000,2000619,3001024,4001193
22324,8029795,2H6F,B:521-921,P49356,21-421,8042174,2H6F,B:521-921,P49356,21-421,1,1000000,2000619,3001024,4001193
22325,8030062,1HZF,A:977-1302,P0C0L4,996-1321,8042441,1HZF,A:977-1302,P0C0L4,996-1321,1,1000000,2000619,3001024,4001197
22326,8030915,1W6J,"A:6-99,A:379-732",P48449,"6-99,379-732",8043294,1W6J,"A:6-99,A:379-732",P48449,"6-99,379-732",1,1000000,2000619,3001024,4001191
22327,8030916,1W6J,A:100-378,P48449,100-378,8043295,1W6J,A:100-378,P48449,100-378,1,1000000,2000619,3001024,4001191
22328,8031612,1N1Z,A:54-270,O81192,54-270,8043990,1N1Z,A:54-270,O81192,54-270,1,1000000,2000619,3001024,4001189
22329,8032158,1HXA,A:21-220,Q40577,21-220,8044536,1HXA,A:21-220,Q40577,21-220,1,1000000,2000619,3001024,4001189
22330,8045191,4C2V,D:798-840,O13024,798-840,8057049,4C2V,D:798-840,O13024,798-840,4,1000004,2001271,3002383,4004344
22331,8045192,4AF3,D:840-882,Q9NQS7,840-882,8057050,4AF3,D:840-882,Q9NQS7,840-882,4,1000004,2001271,3002383,4004344
22332,8026685,2CME,B:9-98,P59636,9-98,8039064,2CME,B:9-98,P59636,9-98,1,1000001,2000584,3000925,4002185
22333,8093323,6Z4U,A:1-97,P0DTD2,1-97,8093324,6Z4U,A:1-97,P0DTD2,1-97,1,1000001,2000584,3000925,4002185
22334,8019941,1K1X,A:1-310,O32462,1-310,8032321,1K1X,A:1-310,O32462,1-310,1,1000002,2000673,3001025,4000445
22335,8021344,1NY1,A:24-258,O34928,24-258,8033724,1NY1,A:24-258,O34928,24-258,1,1000002,2000673,3001025,4000448
22336,8022002,2I5I,A:2-262,P59745,2-262,8034382,2I5I,A:2-262,P59745,2-262,1,1000002,2000673,3001025,4002068
22337,8022903,1Z7A,A:4-304,Q9I3J6,4-304,8035283,1Z7A,A:4-304,Q9I3J6,4-304,1,1000002,2000673,3001025,4002517
22338,8025288,2B5D,X:1-404,2B5D_X,1-404,8037667,2B5D,X:1-404,2B5D_X,1-404,1,1000002,2000673,3001025,4000995
22339,8026068,2C71,A:480-683,O87119,480-683,8038447,2C71,A:480-683,O87119,480-683,1,1000002,2000673,3001025,4000448
22340,8026264,2CC0,A:1-192,Q54413,42-233,8038643,2CC0,A:1-192,Q54413,42-233,1,1000002,2000673,3001025,4000448
22341,8026698,2C1G,A:268-463,Q8DP63,268-463,8039077,2C1G,A:268-463,Q8DP63,268-463,1,1000002,2000673,3001025,4000448
22342,8027187,3BVU,A:31-411,Q24451,94-474,8039566,3BVU,A:31-411,Q24451,94-474,1,1000002,2000673,3001025,4003541
22343,8027342,2DFA,A:1-250,Q53WG6,1-250,8039721,2DFA,A:1-250,Q53WG6,1-250,1,1000002,2000673,3001025,4003357
22344,8029393,1UFA,A:1-412,Q5SH28,1-412,8041772,1UFA,A:1-412,Q5SH28,1-412,1,1000002,2000673,3001025,4000995
22345,8030499,2IW0,A:29-248,Q6DWK3,29-248,8042878,2IW0,A:29-248,Q6DWK3,29-248,1,1000002,2000673,3001025,4000448
22346,8030595,2J13,A:1-235,Q81Z49,24-258,8042974,2J13,A:1-235,Q81Z49,24-258,1,1000002,2000673,3001025,4000448
22347,8030627,1V6T,A:1-254,O58714,1-254,8043006,1V6T,A:1-254,O58714,1-254,1,1000002,2000673,3001025,4003357
22348,8030761,2NLY,A:31-254,Q9KCS7,31-254,8043140,2NLY,A:31-254,Q9KCS7,31-254,1,1000002,2000673,3001025,4002520
22349,8031806,1XW8,A:1-244,P75746,1-244,8044184,1XW8,A:1-244,P75746,1-244,1,1000002,2000673,3001025,4003357
22350,8049874,3SGG,A:321-557,Q8A5P5,321-557,8056026,3SGG,A:321-557,Q8A5P5,321-557,1,1000002,2000673,3001025,4006670
22351,8065853,2XU2,A:8-248,Q9HVR0,7-247,8065854,2XU2,A:8-248,Q9HVR0,7-247,1,1000002,2000673,3001025,4003357
22352,8045205,2F8X,M:16-70,Q92585,16-70,8057056,2F8X,M:16-70,Q92585,16-70,4,1000004,2001271,3002384,4004351
22353,8023407,1VH8,A:2-158,P44815,2-158,8035787,1VH8,A:2-158,P44815,2-158,1,1000003,2001065,3000926,4003475
22354,8026848,1GX1,A:1-156,P62617,1-156,8039227,1GX1,A:1-156,P62617,1-156,1,1000003,2001065,3000926,4003475
22355,8029988,1T0A,A:2-159,Q8EBR3,2-159,8042367,1T0A,A:2-159,Q8EBR3,2-159,1,1000003,2001065,3000926,4003475
22356,8030110,1IV1,A:2-151,Q8RQP5,2-151,8042489,1IV1,A:2-151,Q8RQP5,2-151,1,1000003,2001065,3000926,4003475
22357,8030893,1W55,A:208-370,Q9PM68,208-370,8043272,1W55,A:208-370,Q9PM68,208-370,1,1000003,2001065,3000926,4003475
22358,8021562,1IG6,A:1-107,Q14865,318-424,8033942,1IG6,A:1-107,Q14865,318-424,1,1000000,2000000,3001026,4000681
22359,8024160,1C20,A:3-130,Q24573,274-401,8036539,1C20,A:3-130,Q24573,274-401,1,1000000,2000000,3001026,4000681
22360,8026614,1RYU,A:1-120,O14497,1000-1119,8038993,1RYU,A:1-120,O14497,1000-1119,1,1000000,2000000,3001026,4000681
22361,8028036,1KKX,A:3-104,P09547,405-506,8040415,1KKX,A:3-104,P09547,405-506,1,1000000,2000000,3001026,4000681
22362,8048619,5AUN,A:1-136,Q5JIH3,1-136,8057059,5AUN,A:1-136,Q5JIH3,1-136,1,1000003,2001401,3002385,4006166
22363,8048620,2KDX,A:3-119,P0A0U4,1-117,8057060,2KDX,A:3-119,P0A0U4,1-117,1,1000003,2001401,3002385,4006166
22364,8025728,1PEQ,A:13-174,Q08698,13-174,8038107,1PEQ,A:13-174,Q08698,13-174,1,1000000,2000586,3000927,4001151
22365,8025946,1RLR,A:10-221,P00452,10-221,8038325,1RLR,A:10-221,P00452,10-221,1,1000000,2000586,3000927,4001151
22366,8025376,1K2F,A:154-282,P61092,154-282,8037755,1K2F,A:154-282,P61092,154-282,1,1000001,2000649,3001027,4003016
22367,8026844,2CR2,A:8-143,O43791,28-163,8039223,2CR2,A:8-143,O43791,28-163,1,1000001,2000649,3001027,4002253
22368,8028357,1D00,A:350-501,Q12933,350-501,8040736,1D00,A:350-501,Q12933,350-501,1,1000001,2000649,3001027,4002253
22369,8028534,1L0A,A:350-504,Q13114,414-568,8040913,1L0A,A:350-504,Q13114,414-568,1,1000001,2000649,3001027,4002253
22370,8028833,1LB6,A:347-501,Q9Y4K3,347-501,8041212,1LB6,A:347-501,Q9Y4K3,347-501,1,1000001,2000649,3001027,4002253
22371,8046577,2QVT,A:37-149,Q1HBK6,37-149,8053192,2QVT,A:37-149,Q1HBK6,37-149,1,1000001,2000649,3001027,4005168
22372,8046578,2OPC,A:36-150,Q6R661,36-150,8053193,2OPC,A:36-150,Q6R661,36-150,1,1000001,2000649,3001027,4005168
22373,8046700,1ZLD,A:61-178,P78737,61-178,8053194,1ZLD,A:61-178,P78737,61-178,1,1000001,2000649,3001027,4005247
22374,8089589,5E1T,C:264-414,Q13077,264-414,8089590,5E1T,C:264-414,Q13077,264-414,1,1000001,2000649,3001027,4002253
22375,8045223,2WJV,D:1105-1198,Q9HAU5,1105-1198,8057069,2WJV,D:1105-1198,Q9HAU5,1105-1198,1,1000003,2001402,3002386,4004361
22376,8027277,3C03,A:247-343,Q9AJ26,247-343,8039656,3C03,A:247-343,Q9AJ26,247-343,1,1000003,2000587,3000928,4002189
22377,8019858,1J34,C:401-446,P00741,47-92,8032238,1J34,C:401-446,P00741,47-92,1,1000004,2000651,3001028,4003544
22378,8021757,1IOD,G:401-444,P00743,41-84,8034137,1IOD,G:401-444,P00743,41-84,1,1000004,2000651,3001028,4003544
22379,8024527,1NL1,A:1-65,P00735,44-108,8036906,1NL1,A:1-65,P00735,44-108,1,1000004,2000651,3001028,4003544
22380,8025681,1P0S,L:3-49,P00742,43-89,8038060,1P0S,L:3-49,P00742,43-89,1,1000004,2000651,3001028,4003544
22381,8026921,2C4F,L:5-44,P08709,65-104,8039300,2C4F,L:5-44,P08709,65-104,1,1000004,2000651,3001028,4003544
22382,8027253,1Q3M,A:16-49,P02820,67-100,8039632,1Q3M,A:16-49,P02820,67-100,1,1000004,2000651,3001028,4003544
22383,8027527,1Q8H,A:13-49,Q8HYY9,13-49,8039906,1Q8H,A:13-49,Q8HYY9,13-49,1,1000004,2000651,3001028,4003544
22384,8029058,1LQV,C:1-33,P04070,43-75,8041437,1LQV,C:1-33,P04070,43-75,1,1000004,2000651,3001028,4003544
22385,8045239,3OSS,D:99-165,E3PJ86,139-205,8057180,3OSS,D:99-165,E3PJ86,139-205,1,1000003,2000648,3002387,4004368
22386,8045241,3EZJ,A:100-168,3EZJ_A,98-166,8057190,3EZJ,A:100-168,3EZJ_A,98-166,1,1000003,2000648,3002387,4004368
22387,8057188,3EZJ,A:169-235,3EZJ_A,167-233,8057191,3EZJ,A:169-235,3EZJ_A,167-233,1,1000003,2000648,3002387,4004368
22388,8045242,4E9J,A:140-205,P35818,140-205,8057215,4E9J,A:140-205,P35818,140-205,1,1000003,2000648,3002387,4004368
22389,8057212,4E9J,A:206-273,P35818,206-273,8057216,4E9J,A:206-273,P35818,206-273,1,1000003,2000648,3002387,4004368
22390,8045243,2Y3M,A:27-88,2Y3M_A,27-88,8057228,2Y3M,A:27-88,2Y3M_A,27-88,1,1000003,2000648,3002387,4004368
22391,8057227,2Y3M,A:127-191,2Y3M_A,127-191,8057229,2Y3M,A:127-191,2Y3M_A,127-191,1,1000003,2000648,3002387,4004368
22392,8057261,4G08,A:107-173,P35672,107-173,8057265,4G08,A:107-173,P35672,107-173,1,1000003,2000648,3002387,4004368
22393,8028523,2FGG,A:4-87,P9WL61,4-87,8040902,2FGG,A:4-87,P9WL61,4-87,1,1000003,2000627,3001029,4003545
22394,8027934,2EXN,A:1-120,A0A0H3LRM9,1-120,8040313,2EXN,A:1-120,A0A0H3LRM9,1-120,1,1000001,2000588,3000929,4002192
22395,8025459,1OWL,A:205-475,P05327,205-475,8037838,1OWL,A:205-475,P05327,205-475,1,1000000,2000589,3000930,4001154
22396,8025959,1DNP,A:201-469,P00914,202-470,8038338,1DNP,A:201-469,P00914,202-470,1,1000000,2000589,3000930,4001154
22397,8028319,1U3D,A:198-497,Q43125,198-497,8040698,1U3D,A:198-497,Q43125,198-497,1,1000000,2000589,3000930,4001154
22398,8030562,2J07,A:172-405,P61497,172-405,8042941,2J07,A:172-405,P61497,172-405,1,1000000,2000589,3000930,4001154
22399,8031526,1NP7,A:205-483,P77967,205-483,8043904,1NP7,A:205-483,P77967,205-483,1,1000000,2000589,3000930,4001154
22400,8051811,3ZXS,A:130-508,Q3IXP1,130-508,8051812,3ZXS,A:130-508,Q3IXP1,130-508,1,1000000,2000589,3000930,4007509
22401,8051814,4DJA,A:134-507,A9CH39,134-507,8051815,4DJA,A:134-507,A9CH39,134-507,1,1000000,2000589,3000930,4007509
22402,8020023,1SG7,A:22-96,P0AE65,2-76,8032403,1SG7,A:22-96,P0AE65,2-76,1,1000000,2000650,3001030,4001192
22403,8057185,3OSS,D:3-80,E3PJ86,43-120,8057186,3OSS,D:3-80,E3PJ86,43-120,1,1000003,2001403,3002388,4006665
22404,8057193,3EZJ,A:3-80,3EZJ_A,1-78,8057195,3EZJ,A:3-80,3EZJ_A,1-78,1,1000003,2001403,3002388,4006665
22405,8057217,4E9J,A:41-128,P35818,41-128,8057219,4E9J,A:41-128,P35818,41-128,1,1000003,2001403,3002388,4006665
22406,8049845,2W16,A:44-120,P48632,44-120,8057237,2W16,A:44-120,P48632,44-120,1,1000003,2001403,3002388,4006665
22407,8049846,2D1U,A:1-75,P13036,34-108,8057245,2D1U,A:1-75,P13036,34-108,1,1000003,2001403,3002388,4006665
22408,8049847,2A02,A:2-76,P25184,48-122,8057246,2A02,A:2-76,P25184,48-122,1,1000003,2001403,3002388,4006665
22409,8049848,2M5J,A:8-88,Q79AD2,42-122,8057248,2M5J,A:8-88,Q79AD2,42-122,1,1000003,2001403,3002388,4006665
22410,8049849,4AR0,A:345-417,Q9JVW4,337-409,8057250,4AR0,A:345-417,Q9JVW4,337-409,1,1000003,2001403,3002388,4006665
22411,8045398,4M0N,A:264-336,A6LCL9,264-336,8057255,4M0N,A:264-336,A6LCL9,264-336,1,1000003,2001403,3002388,4004456
22412,8057262,4G08,A:34-104,P35672,34-104,8057266,4G08,A:34-104,P35672,34-104,1,1000003,2001403,3002388,4006665
