,dope,soap
2Y2Z_A_5MRU_A_2_3,-19956.21484375,-25740.4296875
2Y2Z_A_2HXO_A_3_2,-22561.859375,-35926.84765625
2Y2Z_A_4AC0_A_3_4,-22040.42578125,-39413.078125
2Y2Z_A_2NS7_A_2_4,-22468.068359375,-35462.05859375
2Y2Z_A_2NS7_A_2_5,-22331.2578125,-35663.17578125
2Y2Z_A_2XGC_A_2_2,-21674.294921875,-32128.294921875
2Y2Z_A_5YEJ_A_2_2,-20546.611328125,-16616.595703125
2Y2Z_A_5OJY_A_1_4,-23781.2109375,-34451.30859375
2Y2Z_A_2XGD_A_3_4,-22318.431640625,-38319.13671875
2Y2Z_A_4D5F_A_3_5,-22347.4765625,-33305.078125
2Y2Z_A_2HXI_A_2_1,-20140.728515625,-24788.130859375
2Y2Z_A_2XGC_A_3_4,-22561.478515625,-32674.640625
2Y2Z_A_2OPT_A_1_4,-22249.869140625,-26524.544921875
2Y2Z_A_4D7M_A_2_3,-23237.486328125,-14807.4326171875
2Y2Z_A_4B1R_A_2_5,-22399.7265625,-25127.419921875
2Y2Z_A_3BNI_A_3_1,-19002.82421875,-14385.0966796875
2Y2Z_A_5XS9_A_2_2,-21359.23828125,-14236.5244140625
2Y2Z_A_3BQY_A_3_2,-20792.974609375,-23221.708984375
2Y2Z_A_5OJX_A_1_5,-24434.259765625,-43308.2890625
2Y2Z_A_2HXI_A_2_2,-20434.212890625,-25772.994140625
2Y2Z_A_2XGC_A_3_3,-22628.08984375,-41976.890625
2Y2Z_A_6RX9_A_3_4,-21789.0390625,-23986.453125
2Y2Z_A_5OJY_A_1_1,-24264.486328125,-32794.3203125
2Y2Z_A_4D5F_A_3_3,-22130.30078125,-31799.705078125
2Y2Z_A_1Z0X_A_3_5,-21980.306640625,-38533.03515625
2Y2Z_A_2HXI_A_2_3,-20308.01171875,-21681.8515625
2Y2Z_A_5OJY_A_3_4,-23970.53125,-37328.26953125
2Y2Z_A_5OJX_A_1_1,-24783.05078125,-42930.6484375
2Y2Z_A_4D7M_A_3_4,-23427.15625,-37375.40234375
2Y2Z_A_3BNI_A_3_5,-18729.71875,-17143.275390625
2Y2Z_A_5YEJ_A_2_4,-20614.24609375,-23669.3515625
2Y2Z_A_5XS9_A_2_5,-21585.76953125,-18126.658203125
2Y2Z_A_4AC0_A_2_1,-21143.005859375,-30155.748046875
2Y2Z_A_5OJY_A_3_1,-24129.69921875,-36009.76953125
2Y2Z_A_5FKK_A_2_2,-22746.61328125,-27686.943359375
2Y2Z_A_2NS7_A_2_1,-22157.7734375,-30644.435546875
2Y2Z_A_5YEJ_A_2_5,-21179.220703125,-32614.552734375
2Y2Z_A_2VPR_A_3_5,-22614.916015625,-31719.32421875
2Y2Z_A_3DEW_A_3_2,-17921.90625,-20899.150390625
2Y2Z_A_3DEW_A_3_4,-17650.44921875,-19382.978515625
2Y2Z_A_2HXI_A_2_5,-19783.375,-22055.2578125
2Y2Z_A_2XGD_A_3_1,-22153.3984375,-30665.96875
2Y2Z_A_3BQY_A_3_4,-20717.34375,-19263.7421875
2Y2Z_A_3BNI_A_3_4,-19240.208984375,-17698.26953125
2Y2Z_A_4B1R_A_2_2,-22232.013671875,-36691.72265625
2Y2Z_A_3BNI_A_3_3,-18887.318359375,-16679.220703125
2Y2Z_A_4D5F_A_3_1,-21787.958984375,-30633.02734375
2Y2Z_A_2VPR_A_2_1,-22548.443359375,-32207.697265625
2Y2Z_A_4B1R_A_2_1,-22843.224609375,-29008.0390625
2Y2Z_A_3AQS_A_3_3,-18689.5078125,-22440.3984375
2Y2Z_A_5OJY_A_3_2,-23896.55078125,-36055.453125
2Y2Z_A_2G7L_A_2_3,-22353.1015625,-25719.541015625
2Y2Z_A_2G7L_A_2_5,-22161.07421875,-35890.9765625
2Y2Z_A_5FKK_A_2_3,-23275.26953125,-38309.0390625
2Y2Z_A_5MRU_A_2_5,-20700.96484375,-29093.896484375
2Y2Z_A_5OJY_A_3_3,-23669.396484375,-45043.63671875
2Y2Z_A_5MRU_A_2_4,-20609.171875,-26771.26953125
2Y2Z_A_1A6I_A_3_1,-22502.54296875,-35635.01953125
2Y2Z_A_2G7L_A_2_4,-21910.85546875,-21026.4140625
2Y2Z_A_2VPR_A_3_4,-21966.576171875,-26785.58203125
2Y2Z_A_2VPR_A_3_3,-22030.40625,-27313.783203125
2Y2Z_A_4D5C_A_2_5,-19390.51953125,-22614.638671875
2Y2Z_A_2OPT_A_2_2,-23335.044921875,-32483.78125
2Y2Z_A_4AC0_A_3_2,-21976.5625,-26603.63671875
2Y2Z_A_5YEK_A_2_1,-20731.29296875,-24028.841796875
2Y2Z_A_5OJX_A_1_4,-24724.95703125,-41042.296875
2Y2Z_A_5OJY_A_1_2,-23881.7578125,-39829.3359375
2Y2Z_A_2TRT_A_3_2,-22727.40625,-31285.859375
2Y2Z_A_2TRT_A_2_4,-21923.365234375,-37525.28515625
2Y2Z_A_5OJY_A_1_5,-23494.85546875,-32541.564453125
2Y2Z_A_2NS7_A_2_3,-21772.099609375,-29651.521484375
2Y2Z_A_5YEK_A_2_2,-21173.05078125,-21361.0234375
2Y2Z_A_5OJX_A_3_2,-24139.236328125,-37578.9296875
2Y2Z_A_4D5C_A_2_4,-19373.30859375,-15294.5244140625
2Y2Z_A_5MRU_A_2_1,-20773.818359375,-28345.16015625
2Y2Z_A_5FKK_A_2_5,-22591.7421875,-31135.720703125
2Y2Z_A_3BNI_A_3_2,-18882.3828125,-21375.685546875
2Y2Z_A_3DEW_A_3_3,-17471.712890625,-23020.64453125
2Y2Z_A_2OPT_A_1_5,-22246.931640625,-33273.9375
2Y2Z_A_5OJX_A_3_4,-24576.365234375,-44687.7890625
2Y2Z_A_4D7M_A_3_5,-23346.279296875,-38492.69140625
2Y2Z_A_2XGD_A_3_2,-22511.701171875,-40249.5078125
2Y2Z_A_2VPR_A_2_4,-21852.92578125,-37122.2109375
4BVX_A_4RI7_A_2_1,-16661.552734375,-25830.572265625
4BVX_A_4RI7_A_2_4,-16484.76171875,-27675.82421875
4BVX_A_4RI7_A_2_2,-16259.8486328125,-24246.021484375
4BVX_A_4RI6_A_2_4,-16066.7646484375,-27590.146484375
4BVX_A_4RI6_A_2_2,-16310.978515625,-28256.5078125
4BVX_A_4RI6_A_2_3,-15783.419921875,-26680.423828125
4BVX_A_4RI6_A_2_1,-16038.0810546875,-24116.119140625
4BVX_A_4RI7_A_2_5,-16203.765625,-23824.22265625
4BVX_A_4RI6_A_2_5,-16327.65625,-30602.8984375
4BVX_A_4RI7_A_2_3,-15845.53125,-25200.57421875
4G68_A_3VXB_A_2_4,-43379.51171875,-132080.859375
4G68_A_6DTS_A_3_5,-40130.3203125,-64326.2109375
4G68_A_5CI5_A_2_4,-42309.71484375,-106436.2578125
4G68_A_4XAJ_A_3_5,-39431.74609375,-20430.4140625
4G68_A_3ZKK_A_1_2,-37078.859375,-107632.8203125
4G68_A_6X91_A_3_4,-39350.5390625,-32926.6328125
4G68_A_6ZHO_A_3_1,-39345.5703125,-14736.189453125
4G68_A_1EU8_A_2_5,-38365.2734375,-72641.34375
4G68_A_4QRZ_A_2_1,-40936.7109375,-51209.7890625
4G68_A_2GH9_A_3_2,-41784.234375,-102332.828125
4G68_A_3ZKK_A_1_3,-36334.07421875,-109255.5
4G68_A_4NUF_A_3_1,-39279.1015625,-35107.0
4G68_A_6DTS_A_3_3,-40150.49609375,-48067.57421875
4G68_A_4B3N_A_3_4,-39271.4296875,-15817.4443359375
4G68_A_4R9G_A_2_4,-39233.03515625,-121392.0703125
4G68_A_3ZKK_A_1_5,-37018.80078125,-99402.859375
4G68_A_6PQL_A_3_2,-33869.3125,-20799.509765625
4G68_A_3VXB_A_1_1,-40027.93359375,-92437.71875
4G68_A_3ZKK_A_1_1,-37272.75,-109722.703125
4G68_A_4NUF_A_3_5,-40279.08203125,-43625.36328125
4G68_A_4R9G_A_2_1,-39039.54296875,-122825.4296875
4G68_A_3PGF_A_3_3,-39971.9453125,-55671.203125
4G68_A_1EU8_A_2_2,-38481.8125,-80200.59375
4G68_A_3ZKK_A_2_3,-43338.1953125,-110184.5234375
4G68_A_3ZKK_A_2_5,-43491.73828125,-107282.625
4G68_A_6PQL_A_3_5,-34170.45703125,-35275.3359375
4G68_A_5CI5_A_2_3,-41920.07421875,-76590.765625
4G68_A_2ZYK_A_3_3,-41157.73046875,-86853.328125
4G68_A_5MM3_A_3_3,-38877.97265625,-42461.58984375
4G68_A_4MY2_A_3_3,-39706.42578125,-34195.6796875
4G68_A_5CI5_A_2_2,-42029.125,-95995.5
4G68_A_4R9G_A_2_3,-38405.85546875,-106072.25
4G68_A_4NUF_A_3_4,-40348.9296875,-61747.2890625
4G68_A_6X91_A_3_5,-39115.25,-36903.1015625
4G68_A_3ZKK_A_2_4,-43456.15625,-100864.7578125
4G68_A_3ZKK_A_2_2,-43916.88671875,-121971.8046875
4G68_A_6PQL_A_3_4,-34719.76171875,-57412.46875
4G68_A_3VXB_A_1_3,-39250.44921875,-96320.8671875
4G68_A_1EU8_A_2_4,-37853.69921875,-77033.1484375
4G68_A_3PGF_A_3_2,-39018.47265625,-38264.890625
4G68_A_4R9G_A_2_5,-38960.8046875,-124326.5234375
4G68_A_3UOR_A_3_4,-40995.8203125,-105476.015625
4G68_A_5EDU_A_3_3,-38413.19140625,-41460.390625
4G68_A_5MM3_A_3_5,-37631.703125,-17614.5859375
4G68_A_4B3N_A_3_3,-38919.25,-19991.4140625
4G68_A_1EU8_A_2_1,-38418.80078125,-76078.171875
4G68_A_2GH9_A_3_1,-42028.140625,-103849.53125
4G68_A_3ZKK_A_2_1,-43756.01171875,-128119.78125
4G68_A_3ZKK_A_1_4,-36462.015625,-98208.3671875
4G68_A_2UVH_A_3_2,-40411.16796875,-101803.8203125
4G68_A_6ZHO_A_3_2,-40065.06640625,-15764.0888671875
4G68_A_4R2F_A_1_2,-37330.0078125,-75839.96875
4G68_A_2GH9_A_3_3,-42041.4609375,-106204.8125
4G68_A_5CI5_A_2_1,-42071.30078125,-104086.03125
4G68_A_3VXB_A_1_2,-39899.28125,-95849.4140625
4G68_A_4QRZ_A_2_4,-40184.66796875,-25654.646484375
4G68_A_2UVH_A_3_3,-40092.4375,-92603.4375
4G68_A_4XAJ_A_3_1,-39714.06640625,-11412.15625
4G68_A_5EDU_A_3_4,-38268.359375,-29333.66015625
4G68_A_3PGF_A_3_4,-39510.04296875,-53043.015625
4G68_A_4R2F_A_1_5,-36715.05078125,-71642.4296875
4G68_A_6X91_A_3_3,-38989.23046875,-29653.55078125
4G68_A_5EDU_A_3_2,-38331.76171875,-37767.36328125
4G68_A_4XAJ_A_3_2,-40738.44921875,-52755.95703125
4G68_A_3VXB_A_1_4,-39547.0703125,-88582.3203125
4G68_A_6DTS_A_3_4,-40065.88671875,-40929.9296875
4G68_A_4R2F_A_1_1,-36064.14453125,-53373.734375
4G68_A_5EDU_A_3_1,-38248.12109375,-28775.56640625
4G68_A_4QRZ_A_2_5,-40251.1015625,-33554.04296875
4G68_A_5MM3_A_3_1,-38709.7421875,-47277.41015625
4G68_A_5EDU_A_3_5,-36841.4140625,-24428.376953125
4G68_A_6X91_A_3_2,-38721.59375,-31972.857421875
4G68_A_4MY2_A_3_5,-40754.41015625,-47711.828125
4G68_A_4B3N_A_3_1,-38794.92578125,-12810.2294921875
4G68_A_3VXB_A_2_5,-44387.79296875,-136113.859375
4G68_A_2ZYK_A_3_1,-40248.765625,-65456.87109375
4G68_A_2UVH_A_3_4,-39838.19921875,-100177.390625
4G68_A_2ZYK_A_3_4,-39915.01953125,-56100.39453125
4G68_A_4XAJ_A_3_4,-38593.21484375,-17036.75390625
4G68_A_5MM3_A_3_4,-39815.5703125,-55541.04296875
4G68_A_2GH9_A_3_4,-41577.22265625,-89687.0703125
4G68_A_4B3N_A_3_2,-40033.203125,-35907.0859375
4G68_A_1EU8_A_2_3,-38254.796875,-73772.859375
4G68_A_6ZHO_A_3_3,-39541.58984375,-25815.134765625
4G68_A_6DTU_A_3_1,-40722.21875,-63336.75390625
4G68_A_2ZYK_A_3_5,-40521.41796875,-70569.4140625
4G68_A_4XAJ_A_3_3,-39446.4296875,-21830.5078125
4G68_A_4MY2_A_3_4,-39872.640625,-26917.765625
4G68_A_6X91_A_3_1,-39330.234375,-34267.125
4G68_A_6DTU_A_3_5,-40422.50390625,-44793.28125
4G68_A_4NUF_A_3_3,-39487.76171875,-57117.9609375
4G68_A_6DTU_A_3_2,-40885.07421875,-61377.52734375
4G68_A_6DTU_A_3_4,-40566.69921875,-52414.55859375
4G68_A_5MM3_A_3_2,-39181.890625,-37320.890625
4G68_A_2ZYK_A_3_2,-40543.21875,-55079.69140625
4G68_A_2UVH_A_3_5,-40091.8984375,-92518.2265625
4G68_A_3UOR_A_3_3,-40301.109375,-108124.6328125
4G68_A_2GH9_A_3_5,-42330.07421875,-115141.7734375
4G68_A_6ZHO_A_3_5,-40043.4375,-28048.5390625
4G68_A_4R2F_A_1_4,-36494.22265625,-72277.4375
4G68_A_6PQL_A_3_1,-34491.91796875,-58573.640625
4G68_A_4R9G_A_2_2,-38834.71875,-112105.3359375
4G68_A_6DTS_A_3_2,-39688.46484375,-56419.91015625
4G68_A_4NUF_A_3_2,-39819.08984375,-54238.5703125
4G68_A_4MY2_A_3_2,-40467.52734375,-27018.443359375
4G68_A_3VXB_A_1_5,-39738.75,-99373.625
4G68_A_6DTS_A_3_1,-40735.28515625,-51952.87109375
4G68_A_5CI5_A_2_5,-41989.26171875,-97737.375
4G68_A_4MY2_A_3_1,-39501.7890625,-26542.125
4G68_A_3VXB_A_2_3,-43388.41796875,-144236.265625
4G68_A_6ZHO_A_3_4,-40079.24609375,-31941.724609375
4G68_A_4R2F_A_1_3,-36577.97265625,-58855.87109375
4G68_A_3VXB_A_2_1,-43697.6484375,-132606.0625
4G68_A_4B3N_A_3_5,-38306.69921875,-7833.1259765625
4G68_A_2UVH_A_3_1,-40699.44921875,-112839.0078125
4G68_A_6DTU_A_3_3,-39507.546875,-27848.599609375
4G68_A_3PGF_A_3_1,-39822.86328125,-37041.21875
4G68_A_4QRZ_A_2_3,-40705.296875,-24853.41796875
4G68_A_3PGF_A_3_5,-38690.0625,-42738.5390625
4G68_A_4QRZ_A_2_2,-40248.8984375,-39709.6171875
4G68_A_6PQL_A_3_3,-33394.97265625,-30791.025390625
4G68_A_3VXB_A_2_2,-43636.5546875,-138804.609375
6FME_B_6S9V_A_1_1,-53809.5,-228210.109375
6FME_B_6S9V_A_1_4,-54247.390625,-237830.390625
6FME_B_6S9V_A_3_4,-54217.35546875,-233165.921875
2W8T_A_5QQQ_A_3_3,-42309.6171875,-148278.921875
2W8T_A_6YMD_A_3_3,-35886.421875,-91351.8828125
2W8T_A_5Z0Y_A_3_2,-33026.44140625,-44261.51171875
2W8T_A_2VMV_A_2_4,-36868.0390625,-109097.03125
2W8T_A_2VMV_A_2_2,-36978.21484375,-103065.84375
2W8T_A_5JAY_A_2_3,-42395.68359375,-144221.96875
2W8T_A_4J5U_A_3_5,-34662.1171875,-82484.5859375
2W8T_A_5QQQ_A_1_2,-41925.2890625,-157161.046875
2W8T_A_3PGY_A_3_1,-36889.015625,-110766.3359375
2W8T_A_5Z0Y_A_3_4,-33391.765625,-39890.35546875
2W8T_A_2DKJ_A_3_3,-36815.5390625,-76327.8046875
2W8T_A_3GBX_A_3_4,-33987.91796875,-68949.4140625
2W8T_A_6M4N_B_3_3,-39869.80859375,-114983.1484375
2W8T_A_3GBX_A_3_2,-33766.21875,-76792.34375
2W8T_A_3N0L_A_3_3,-35223.89453125,-63782.94140625
2W8T_A_2FM1_A_2_4,-32630.02734375,-89806.640625
2W8T_A_4J5U_A_3_4,-34890.921875,-89472.8046875
2W8T_A_5QQQ_A_3_4,-42145.9453125,-143046.3125
2W8T_A_4P3M_A_3_1,-32885.65625,-75401.7265625
2W8T_A_1DFO_A_3_2,-33812.72265625,-74542.2734375
2W8T_A_2DKJ_A_3_2,-36830.34765625,-105073.7265625
2W8T_A_4J5U_A_3_1,-35398.5234375,-86171.3125
2W8T_A_3ECD_A_2_2,-33855.26171875,-95125.953125
2W8T_A_1DFO_A_3_5,-34328.9453125,-76446.859375
2W8T_A_4MSO_A_2_4,-32492.435546875,-86572.3125
2W8T_A_4MSO_A_2_2,-32623.140625,-96045.4765625
2W8T_A_2VMV_A_2_1,-36971.01953125,-100314.96875
2W8T_A_7K0I_B_3_1,-42937.51171875,-135502.078125
2W8T_A_1DFO_A_3_4,-33743.3125,-81528.0859375
2W8T_A_6M4N_A_2_1,-40308.72265625,-119785.8046875
2W8T_A_4P3M_A_3_4,-33723.59765625,-105738.3359375
2W8T_A_6YMD_A_3_5,-35349.60546875,-85067.3203125
2W8T_A_2FM1_A_2_1,-32696.130859375,-76736.4140625
2W8T_A_2VMV_A_2_3,-37268.16015625,-103813.25
2W8T_A_6YMD_A_3_1,-35074.76171875,-76392.4453125
2W8T_A_3PGY_A_3_2,-36437.25,-94829.15625
2W8T_A_3N0L_A_3_5,-35005.26953125,-34278.28125
2W8T_A_3PGY_A_3_5,-35858.9765625,-83637.2265625
2W8T_A_5Z0Y_A_3_3,-33354.66015625,-40394.06640625
2W8T_A_3PGY_A_3_3,-36955.609375,-94089.9609375
2W8T_A_2DKJ_A_3_4,-37021.85546875,-89754.8671875
2W8T_A_5VNX_A_2_3,-42961.52734375,-146694.09375
2W8T_A_4IW7_A_3_3,-40598.77734375,-135205.171875
2W8T_A_1DFO_A_3_3,-33344.81640625,-73423.4296875
2W8T_A_1BS0_A_2_4,-41761.7734375,-117358.8125
2W8T_A_5JAY_A_1_3,-41294.953125,-115581.9375
2W8T_A_3ECD_A_2_3,-34464.30859375,-97061.7734375
2W8T_A_1FC4_A_2_5,-43676.8046875,-152117.5625
2W8T_A_5TXR_A_3_5,-43387.3203125,-153977.078125
2W8T_A_5VMB_A_3_4,-36349.67578125,-97794.453125
2W8T_A_4MSO_A_2_1,-32784.84765625,-81701.5
2W8T_A_2DKJ_A_3_1,-36228.78515625,-64045.3828125
2W8T_A_3PGY_A_3_4,-36731.08984375,-98221.4140625
2W8T_A_4P3M_A_3_3,-33797.05078125,-86816.703125
2W8T_A_2FM1_A_2_2,-31918.861328125,-66068.765625
2W8T_A_3TQX_A_1_3,-41905.18359375,-134708.46875
2W8T_A_2FM1_A_2_5,-32672.974609375,-78051.78125
2W8T_A_3ECD_A_2_5,-34074.06640625,-91140.4375
1HM9_B_3SPT_A_2_5,-48346.6796875,-278325.78125
1HM9_B_3FWW_A_1_4,-45933.84375,-264188.15625
1HM9_B_3FWW_A_3_4,-45263.015625,-260271.53125
1HM9_B_2V0H_A_3_4,-46409.91015625,-269679.46875
1HM9_B_7K47_A_2_1,-45801.234375,-264976.65625
1HM9_B_4FCE_A_3_5,-46384.3828125,-265735.0
1HM9_B_1HV9_A_1_1,-46487.2421875,-274493.4375
1HM9_B_3FOQ_A_3_5,-45531.0859375,-216888.46875
1HM9_B_7K47_A_2_3,-46225.57421875,-268272.59375
1HM9_B_1HV9_A_2_3,-46482.390625,-276821.75
1HM9_B_3SPT_A_3_1,-47168.8828125,-270704.3125
1HM9_B_5VMK_A_3_2,-46796.56640625,-272408.96875
1HM9_B_3FOQ_A_2_3,-45291.74609375,-231344.546875
1HM9_B_2V0H_A_1_3,-46625.36328125,-280622.40625
1HM9_B_3FOQ_A_1_1,-44927.13671875,-220900.1875
1HM9_B_3FOQ_A_1_2,-45579.9296875,-223960.859375
1HM9_B_3SPT_A_1_1,-47845.04296875,-272184.9375
1HM9_B_3FWW_A_1_1,-46043.296875,-261972.5
1HM9_B_5VMK_A_3_5,-47574.5390625,-266866.78125
1HM9_B_5VMK_A_2_1,-47196.9609375,-273092.15625
1HM9_B_3D8V_A_3_2,-46790.1875,-248206.3125
1HM9_B_1HV9_A_3_3,-46655.69140625,-276861.09375
1HM9_B_7K47_A_3_2,-46687.8203125,-249494.46875
1HM9_B_4FCE_A_3_2,-46832.30078125,-260999.0625
1HM9_B_3SPT_A_1_5,-48074.9921875,-276502.6875
1HM9_B_3SPT_A_3_2,-47738.24609375,-271262.46875
1HM9_B_4FCE_A_1_2,-46503.4375,-272265.78125
1HM9_B_1HV9_A_3_2,-47011.12890625,-288314.78125
1HM9_B_3D8V_A_1_2,-47650.15234375,-277041.46875
1HM9_B_3FWW_A_2_2,-45528.18359375,-256538.953125
1HM9_B_7K47_A_3_5,-46641.07421875,-255772.5
1HM9_B_3D8V_A_1_1,-48671.921875,-294162.5625
1HM9_B_2V0H_A_3_1,-46850.890625,-270469.9375
1HM9_B_1HV9_A_3_5,-46170.61328125,-280333.4375
1HM9_B_3FWW_A_2_5,-46358.83203125,-278118.875
1HM9_B_3FWW_A_2_4,-45253.5625,-256681.640625
1HM9_B_2QKX_A_2_2,-43023.7578125,-227376.75
1HM9_B_2QKX_A_3_1,-42473.33203125,-222882.515625
1HM9_B_4FCE_A_1_5,-46768.32421875,-263576.90625
1HM9_B_3FOQ_A_2_2,-45743.8125,-244037.875
1HM9_B_2QKX_A_2_5,-42701.7578125,-228306.078125
1HM9_B_2V0H_A_2_3,-47136.40625,-280565.90625
1HM9_B_3D8V_A_1_5,-47550.4375,-264656.75
1HM9_B_3FOQ_A_3_1,-45369.46484375,-236011.4375
1HM9_B_3FWW_A_2_1,-45646.05859375,-258313.890625
1HM9_B_2V0H_A_2_1,-46380.95703125,-264941.53125
1HM9_B_3FWW_A_3_3,-46013.58203125,-272487.0625
1HM9_B_3SPT_A_3_4,-47804.6015625,-279880.65625
1HM9_B_2QKX_A_3_3,-42966.125,-228615.234375
1HM9_B_7K47_A_1_1,-46262.80078125,-256977.546875
1HM9_B_2V0H_A_3_3,-46529.58203125,-280565.03125
1HM9_B_3FOQ_A_2_1,-45113.04296875,-235249.421875
1HM9_B_3D8V_A_3_5,-47812.64453125,-258541.484375
1HM9_B_2QKX_A_3_5,-42557.2578125,-228165.15625
1HM9_B_2QKX_A_2_4,-42911.93359375,-229956.0625
1HM9_B_7K47_A_2_2,-46556.4609375,-269143.40625
1HM9_B_3SPT_A_2_1,-47630.3984375,-273546.375
1HM9_B_5VMK_A_2_4,-46491.58203125,-267672.9375
1HM9_B_5VMK_A_2_3,-46789.890625,-272858.28125
1HM9_B_3D8V_A_1_4,-47455.71875,-273591.34375
1HM9_B_3FWW_A_1_3,-45494.86328125,-257062.328125
1HM9_B_5VMK_A_3_1,-47025.9453125,-264493.3125
1HM9_B_5VMK_A_1_5,-46712.421875,-265790.25
1HM9_B_5VMK_A_2_5,-47161.9140625,-274535.40625
1HM9_B_1HV9_A_1_4,-47159.125,-287680.15625
1HM9_B_4FCE_A_3_3,-46515.046875,-278307.0625
1HM9_B_2V0H_A_2_2,-47081.88671875,-282006.8125
1HM9_B_1HV9_A_2_4,-46604.3828125,-290427.78125
1HM9_B_3SPT_A_2_3,-47854.453125,-280403.375
1HM9_B_3FWW_A_3_5,-46016.85546875,-273294.09375
1HM9_B_4FCE_A_2_1,-46970.09765625,-278983.84375
1HM9_B_3D8V_A_2_3,-47732.4296875,-281115.625
1HM9_B_5VMK_A_1_4,-46581.51953125,-256382.359375
1HM9_B_2QKX_A_2_3,-42939.30078125,-225374.4375
1HM9_B_3D8V_A_3_3,-47401.4921875,-250955.46875
1HM9_B_7K47_A_2_5,-46835.5078125,-260273.890625
1HM9_B_1HV9_A_2_5,-46564.80859375,-282992.21875
1HM9_B_2QKX_A_1_4,-43232.4921875,-221195.796875
1HM9_B_7K47_A_1_2,-45977.765625,-247567.90625
1HM9_B_3SPT_A_3_3,-47197.4453125,-272704.6875
1HM9_B_7K47_A_1_3,-46321.26171875,-258372.953125
1HM9_B_1HV9_A_1_5,-46758.109375,-282085.34375
1HM9_B_3SPT_A_3_5,-48290.88671875,-286867.03125
1HM9_B_3SPT_A_2_4,-48371.91015625,-278120.25
1HM9_B_2V0H_A_3_5,-46633.1328125,-268824.96875
1HM9_B_1HV9_A_2_1,-46399.68359375,-276451.4375
1HM9_B_5VMK_A_3_4,-47158.89453125,-267999.25
1HM9_B_1HV9_A_1_2,-46864.94140625,-276401.375
1HM9_B_3FWW_A_1_2,-45642.97265625,-263966.4375
1HM9_B_3D8V_A_1_3,-47177.95703125,-272789.25
1HM9_B_1HV9_A_3_1,-46527.69140625,-275638.03125
1HM9_B_3D8V_A_2_4,-47304.73828125,-279992.34375
1HM9_B_2QKX_A_2_1,-43301.12890625,-234105.21875
1HM9_B_2QKX_A_1_2,-42952.4140625,-224596.859375
1HM9_B_7K47_A_3_1,-46226.11328125,-248346.34375
1HM9_B_4FCE_A_3_4,-46735.19921875,-267530.6875
1HM9_B_2V0H_A_2_4,-46692.1328125,-269584.0625
1HM9_B_4FCE_A_2_5,-46384.3828125,-265735.0
1HM9_B_3FWW_A_3_2,-45871.65625,-264450.65625
1HM9_B_4FCE_A_3_1,-46970.09765625,-278983.84375
1HM9_B_3SPT_A_1_3,-47977.82421875,-271890.96875
1HM9_B_3FOQ_A_3_4,-45834.05078125,-227473.875
1HM9_B_5VMK_A_2_2,-46219.12109375,-265151.96875
1HM9_B_7K47_A_3_4,-46002.5546875,-238982.40625
1HM9_B_3FOQ_A_1_5,-45315.796875,-226203.9375
1HM9_B_3D8V_A_2_2,-47546.3125,-273906.28125
1HM9_B_7K47_A_3_3,-46683.18359375,-258918.109375
1HM9_B_4FCE_A_1_3,-46517.85546875,-257999.734375
1HM9_B_3FOQ_A_1_3,-45782.1171875,-231540.703125
1HM9_B_2QKX_A_1_3,-42880.51953125,-230210.65625
1HM9_B_2V0H_A_1_2,-47055.1875,-280436.1875
1HM9_B_7K47_A_1_5,-46435.62890625,-251768.25
1HM9_B_4FCE_A_1_4,-46158.80078125,-266669.5625
1HM9_B_1HV9_A_2_2,-46485.34765625,-277542.875
1HM9_B_3FWW_A_1_5,-46153.46875,-272939.5625
1HM9_B_3FOQ_A_2_4,-45483.38671875,-227987.15625
1HM9_B_3FWW_A_2_3,-45759.1953125,-266767.25
1HM9_B_2V0H_A_3_2,-46895.58203125,-280991.8125
1HM9_B_2QKX_A_1_5,-42884.97265625,-220187.140625
1HM9_B_3FOQ_A_2_5,-44891.26953125,-225471.0625
1HM9_B_2QKX_A_3_2,-42859.11328125,-220728.109375
1HM9_B_3SPT_A_2_2,-47833.16796875,-279213.5
1HM9_B_5VMK_A_1_1,-47177.5859375,-267062.21875
1HM9_B_2QKX_A_3_4,-42564.0234375,-220541.75
1HM9_B_5VMK_A_1_2,-46828.07421875,-266067.4375
1HM9_B_4FCE_A_1_1,-47090.11328125,-282409.46875
1HM9_B_3FWW_A_3_1,-45932.22265625,-269418.28125
1HM9_B_2V0H_A_1_4,-46914.1328125,-272524.09375
1HM9_B_5VMK_A_1_3,-46999.83203125,-266788.09375
1HM9_B_3SPT_A_1_2,-48108.3046875,-274965.59375
1HM9_B_5VMK_A_3_3,-47232.03125,-267641.9375
1HM9_B_4FCE_A_2_4,-46735.19921875,-267530.6875
1HM9_B_3D8V_A_2_5,-47491.08203125,-274684.71875
1HM9_B_3D8V_A_2_1,-47999.13671875,-288373.0625
1HM9_B_1HV9_A_1_3,-46659.54296875,-279313.1875
1HM9_B_7K47_A_1_4,-45523.765625,-253477.21875
1HM9_B_2V0H_A_1_1,-46671.8984375,-270019.0
1HM9_B_4FCE_A_2_3,-46515.046875,-278307.0625
1HM9_B_1HV9_A_3_4,-46714.15234375,-284134.96875
1HM9_B_7K47_A_2_4,-46590.45703125,-255086.984375
1HM9_B_3D8V_A_3_1,-47656.703125,-262091.359375
1HM9_B_3D8V_A_3_4,-47355.9921875,-246793.890625
1HM9_B_3SPT_A_1_4,-48386.68359375,-288752.71875
